715900,11
715902,49
715903,5
715905,12
715908,12
715912,9
715914,7
715915,69
715916,46
715918,77
715919,26
715922,74
715924,28
715927,32
715929,82
715930,53
715932,7
715938,81
715941,39
715947,85
715949,38
715957,14
715969,53
715973,24
715974,21
715975,29
715976,33
715977,15
715978,22
715979,25
715980,27
715981,33
715982,46
715985,47
715986,61
715987,41
715990,37
715991,43
715993,59
715995,23
715997,31
715998,51
715999,9
716000,46
716003,28
716005,52
716006,31
716008,43
716016,94
716017,85
716018,33
716023,37
716028,96
716029,39
716035,24
716036,88
716038,14
716039,43
716040,41
716041,52
716043,30
716045,45
716047,60
716050,73
716054,59
716057,69
716060,53
716061,56
716063,94
716067,101
716069,87
716072,79
716075,92
716076,93
716078,95
716081,119
716084,90
716087,65
716088,86
716089,22
716091,68
716092,88
716093,20
716094,17
716097,18
716098,11
716099,17
716100,14
716101,78
716103,9
716104,16
716105,9
716106,29
716107,16
716109,1
716111,16
716112,14
716113,13
716114,23
716117,6
716118,34
716119,18
716124,26
716126,83
716128,43
716129,55
716132,12
716133,37
716135,26
716136,19
716137,11
716139,18
716140,24
716141,42
716143,91
716144,38
716145,30
716146,59
716148,38
716149,17
716150,45
716151,31
716152,89
716153,83
716154,26
716155,27
716156,20
716158,27
716159,29
716160,33
716161,26
716163,16
716164,50
716165,15
716172,89
716174,68
716176,101
716178,42
716182,55
716183,50
716184,57
716185,28
716187,77
716188,45
716189,44
716191,57
716192,29
716193,80
716195,53
716196,37
716197,48
716198,50
716199,58
716201,57
716205,13
716206,160
716208,52
716211,52
716213,92
716214,57
716215,79
716216,49
716217,30
716218,88
716219,28
716221,29
716223,32
716224,27
716225,53
716226,30
716227,29
716228,41
716229,60
716230,29
716232,19
716233,29
716234,21
716235,18
716239,33
716240,71
716241,70
716243,25
716244,36
716245,37
716246,31
716253,79
716254,72
716256,34
716257,40
716259,6
716260,25
716261,53
716262,48
716263,11
716264,57
716269,50
716272,49
716274,4
716275,66
716276,33
716279,32
716281,23
716282,16
716283,18
716284,13
716285,7
716289,43
716294,31
716295,59
716296,40
716297,19
716298,31
716299,29
716300,13
716301,30
716302,6
716303,9
716306,35
716307,29
716309,44
716310,11
716311,77
716312,84
716315,14
716316,32
716317,9
716318,20
716319,12
716321,46
716323,40
716325,10
716328,71
716330,9
716331,52
716332,10
716333,9
716335,28
716336,45
716337,63
716338,42
716340,39
716341,37
716342,39
716344,35
716346,6
716348,44
716349,55
716352,58
716353,10
716356,22
716358,37
716362,76
716363,48
716364,16
716365,22
716368,39
716370,19
716372,18
716374,22
716375,25
716376,12
716377,34
716379,46
716381,44
716382,13
716384,26
716385,52
716386,11
716390,90
716391,90
716397,39
716404,50
716405,6
716406,24
716407,45
716410,57
716411,21
716412,48
716413,81
716414,75
716416,41
716417,31
716418,28
716419,95
716420,179
716422,83
716423,49
716424,86
716426,73
716427,84
716431,72
716433,67
716434,79
716435,37
716436,33
716437,84
716439,61
716442,78
716443,91
716444,43
716445,15
716446,18
716447,12
716448,74
716449,89
716450,85
716454,42
716455,11
716456,127
716457,93
716458,37
716459,96
716460,85
716461,51
716462,28
716463,48
716464,58
716467,50
716470,79
716471,88
716473,6
716475,27
716477,24
716478,54
716479,30
716480,10
716487,24
716488,27
716489,26
716491,87
716492,29
716493,39
716494,76
716495,104
716496,17
716498,31
716499,78
716500,81
716501,31
716502,21
716503,39
716504,1
716508,22
716509,37
716510,21
716511,22
716514,7
716515,42
716516,24
716517,33
716518,11
716520,11
716524,65
716526,30
716528,35
716529,38
716530,30
716531,48
716535,55
716538,43
716540,51
716543,13
716544,76
716545,52
716548,53
716550,55
716551,103
716552,6
716555,60
716556,47
716557,38
716558,10
716559,38
716560,45
716561,63
716562,26
716563,13
716564,49
716565,15
716567,55
716568,41
716569,50
716570,49
716571,79
716572,53
716573,172
716575,65
716576,41
716577,44
716578,44
716580,42
716582,108
716583,54
716585,57
716587,14
716588,45
716589,11
716590,58
716591,66
716592,45
716593,28
716594,104
716595,39
716596,30
716598,38
716602,27
716603,31
716604,62
716605,0
716608,27
716609,47
716612,61
716613,49
716614,80
716615,32
716617,42
716619,37
716621,14
716622,9
716623,8
716624,8
716625,7
716626,77
716628,36
716629,13
716631,41
716634,31
716635,41
716636,9
716637,32
716638,7
716647,30
716649,38
716651,40
716652,31
716653,22
716654,16
716655,44
716657,25
716658,19
716661,50
716674,91
716675,33
716680,21
716682,60
716683,28
716684,30
716685,35
716691,49
716692,55
716693,51
716694,88
716695,24
716696,33
716698,28
716700,28
716701,26
716717,19
716722,36
716724,15
716727,28
716729,27
716731,9
716732,29
716733,61
716735,42
716736,8
716738,68
716744,25
716745,60
716746,52
716748,42
716749,43
716750,57
716751,44
716752,58
716753,35
716755,28
716756,24
716758,45
716759,39
716760,92
716762,46
716763,12
716764,13
716768,64
716771,16
716772,6
716773,17
716774,33
716775,87
716776,80
716778,96
716779,30
716780,4
716782,13
716784,77
716785,25
716791,34
716792,39
716793,24
716797,70
716798,24
716800,89
716804,40
716805,20
716807,11
716810,78
716811,39
716815,18
716817,8
716818,37
716819,69
716823,48
716825,22
716828,5
716832,37
716834,46
716837,49
716838,54
716841,94
716842,20
716843,24
716844,49
716845,51
716846,42
716849,12
716850,45
716854,46
716855,54
716857,77
716859,49
716860,5
716862,36
716863,35
716864,59
716865,31
716868,28
716872,39
716873,42
716875,82
716878,42
716879,44
716881,80
716884,30
716885,30
716887,61
716889,15
