3.6058,5.76511
4.3686,5.04245
3.15586,6.23067
3.96816,5.29607
4.6392,5.42212
4.60439,5.05915
4.2503,5.43938
3.4898,5.77596
3.35758,5.6679
4.34046,5.35116
4.33435,5.27027
4.42312,5.25173
3.62929,6.18965
3.27761,5.71475
3.92313,5.5988
4.65813,5.60675
3.68126,6.32656
3.0113,6.51994
4.7215,5.46086
3.79179,6.22592
2.68743,6.1799
3.31192,6.0275
4.01839,5.43815
4.45381,5.57037
2.9108,5.91015
4.55089,5.17112
4.04078,5.56556
4.81324,5.09501
3.80313,5.75943
2.81603,6.14978
3.87482,5.56229
3.27783,5.40602
3.87999,5.42517
3.08606,5.77205
3.27106,5.5817
3.95825,4.89616
4.09024,6.03714
4.05783,5.5688
4.27142,5.40268
4.3099,5.29762
3.16082,6.20932
4.30583,5.42188
4.46499,5.16634
4.000000,7.666667
9.666667,1.000000
5.333333,5.000000
5.666667,5.333333
7.666667,3.666667
8.666667,4.000000
6.333333,2.333333
2.666667,4.333333
6.333333,7.333333
1.333333,8.000000
0.000000,3.333333
6.333333,9.333333
8.666667,6.000000
7.000000,1.000000
3.000000,9.666667
1.000000,9.666667
0.333333,1.000000
0.000000,1.666667
8.666667,7.000000
5.333333,0.000000
9.666667,7.333333
9.000000,9.333333
7.000000,0.666667
5.666667,4.000000
3.666667,4.333333
8.000000,7.333333
3.000000,8.000000
9.000000,9.333333
0.333333,8.666667
6.000000,3.000000
0.333333,6.666667
8.000000,6.000000
7.000000,3.666667
9.333333,2.000000
4.666667,1.000000
2.333333,0.666667
7.333333,9.000000
1.000000,2.333333
9.333333,2.666667
0.666667,2.666667
1.666667,9.000000
2.666667,7.333333
7.000000,6.333333
4.666667,2.000000
5.000000,0.666667
1.666667,0.333333
1.000000,4.666667
9.666667,2.666667
1.333333,9.666667
0.000000,0.666667
1.333333,5.000000
2.333333,5.000000
7.333333,6.333333
9.000000,5.666667
3.000000,0.000000
9.666667,3.666667
6.333333,1.000000
5.000000,9.666667
2.666667,0.666667
6.333333,1.000000
7.333333,8.666667
5.333333,7.000000
8.666667,6.333333
0.333333,9.666667
6.333333,1.666667
7.666667,1.333333
4.333333,9.666667
3.666667,8.333333
8.333333,9.000000
0.666667,0.333333
2.666667,2.666667
1.000000,6.666667
6.000000,0.666667
2.666667,4.333333
9.000000,9.666667
8.000000,8.000000
5.333333,7.666667
9.000000,8.333333
0.000000,1.000000
6.333333,4.333333
8.000000,3.000000
3.000000,9.666667
9.666667,1.000000
3.000000,2.333333
7.000000,2.000000
1.333333,3.333333
2.333333,0.666667
2.333333,4.666667
7.333333,5.333333
9.333333,6.666667
4.666667,2.333333
6.666667,1.000000
6.333333,1.666667
3.666667,1.000000
5.666667,5.333333
2.666667,2.000000
2.000000,7.000000
3.666667,7.000000
7.333333,7.666667
5.333333,9.333333
3.666667,4.333333
5.333333,8.000000
4.000000,9.333333
8.000000,1.666667
3.000000,3.666667
3.000000,5.666667
1.000000,4.000000
2.000000,5.000000
3.000000,4.000000
7.000000,1.666667
5.000000,5.333333
9.666667,1.333333
2.333333,0.666667
6.000000,0.000000
6.000000,4.000000
3.000000,2.666667
8.666667,8.333333
6.666667,7.333333
7.000000,9.333333
9.666667,2.000000
4.333333,8.666667
6.666667,6.333333
4.000000,2.000000
4.666667,0.333333
7.000000,7.000000
5.666667,3.000000
3.333333,0.666667
8.000000,4.000000
4.333333,4.666667
3.666667,3.666667
0.333333,3.666667
7.000000,8.666667
8.666667,8.000000
7.666667,6.333333
0.000000,1.666667
5.000000,4.000000
6.666667,3.666667
9.666667,1.666667
7.000000,5.333333
8.333333,6.333333
4.333333,8.666667
9.666667,7.000000
7.333333,6.333333
4.666667,5.666667
3.666667,1.666667
9.000000,9.666667
3.666667,1.333333
8.333333,2.333333
8.666667,4.000000
3.000000,5.666667
5.000000,4.666667
4.333333,9.000000
1.333333,5.333333
0.000000,8.666667
3.000000,6.000000
7.000000,9.333333
8.333333,2.333333
0.666667,5.000000
7.000000,2.000000
9.000000,4.666667
4.000000,0.333333
4.000000,9.666667
3.333333,9.000000
6.666667,2.333333
3.333333,1.333333
2.000000,1.000000
0.333333,4.333333
8.666667,6.666667
5.666667,5.333333
1.333333,4.666667
1.666667,8.666667
7.666667,1.000000
5.000000,9.000000
2.000000,8.000000
8.666667,5.000000
5.666667,6.333333
5.333333,6.333333
3.000000,6.666667
9.666667,1.666667
1.666667,2.333333
7.333333,5.333333
6.000000,0.000000
0.666667,7.333333
9.666667,5.666667
5.333333,2.333333
0.000000,3.000000
7.000000,6.333333
3.000000,4.666667
7.666667,2.000000
7.333333,7.000000
3.000000,6.333333
0.666667,7.666667
3.333333,4.000000
4.000000,4.666667
5.333333,6.666667
9.000000,3.000000
2.666667,6.666667
4.000000,0.666667
7.000000,0.666667
